date,GBX,USD
2017-02-06,282.86,3.53170761096202
2017-02-07,284.01,3.542005614986591
2017-02-08,283.27,3.542801872852574
2017-02-09,282.2,3.529723206918833
2017-02-10,284.82,3.5645004565939273
2017-02-13,283.88,3.5447590324646536
2017-02-14,285.98,3.5820701149877925
2017-02-15,286.37,3.5687836247246696
2017-02-16,286.46,3.5689301993571663
2017-02-17,290.0,3.624841699914648
2017-02-20,289.03,3.5879369871934017
2017-02-21,290.3,3.6152253767929037
2017-02-22,291.35,3.643977773522655
2017-02-23,291.33,3.6247197226411765
2017-02-24,290.73,3.646777300293895
2017-02-27,294.68,3.659384343930523
2017-02-28,293.67,3.6507660448090755
2017-03-01,296.57,3.6710496853243115
2017-03-02,299.02,3.670964052473278
2017-03-03,299.51,3.6761227281172686
2017-03-06,299.1,3.6746890145157964
2017-03-07,300.58,3.679922536010646
2017-03-08,300.69,3.671901059090198
2017-03-09,301.01,3.661463976790677
2017-03-10,302.93,3.6841171864605755
2017-03-13,302.6,3.6843448986198184
2017-03-14,304.84,3.718216792393525
2017-03-15,302.72,3.6802658165017026
2017-03-16,303.64,3.725783053465346
2017-03-17,301.51,3.7245705420579314
2017-03-20,302.22,3.7435907928083725
2017-03-21,300.7,3.7169070371435087
2017-03-22,298.87,3.727355033710775
2017-03-23,298.44,3.7258044582747383
2017-03-24,299.04,3.734997590361446
2017-03-28,298.38,3.75032720752215
2017-03-29,300.64,3.728186743285845
2017-03-30,300.44,3.7388294330183443
2017-03-31,300.14,3.749716450713141
2017-04-03,299.18,3.7503882142468843
2017-04-04,300.02,3.746492004229625
2017-04-05,299.91,3.733337579674484
2017-04-06,300.09,3.7465371015150315
2017-04-07,300.16,3.7419123669753724
2017-04-10,300.95,3.726349642706608
2017-04-11,301.09,3.7405053676917936
2017-04-12,299.96,3.745586401564665
2017-04-13,299.48,3.7634731282061424
2017-04-18,297.93,3.7445862160802537
2017-04-19,293.9,3.770252365398172
2017-04-20,295.04,3.7685533282447294
2017-04-21,295.23,3.7799472797747686
2017-04-24,296.8,3.798709615862446
2017-04-25,301.61,3.855809318700963
2017-04-26,303.64,3.8995461596017438
2017-04-27,301.4,3.8745121372767852
2017-04-28,301.76,3.8948784894837476
2017-05-02,302.8,3.905389744915204
2017-05-03,304.25,3.9382199254879238
2017-05-04,304.5,3.9216487931652537
2017-05-05,304.32,3.9291613100016054
2017-05-08,304.83,3.9511034315049987
2017-05-09,305.38,3.9540216677245317
2017-05-10,304.47,3.9430869766618493
2017-05-11,305.59,3.951598446653386
2017-05-12,306.36,3.9495269704651306
2017-05-15,305.55,3.9380932643255435
2017-05-16,308.29,3.978316205278126
2017-05-17,307.55,3.973498218993379
2017-05-18,304.11,3.9414173644461075
2017-05-19,305.94,3.9611527097478176
2017-05-22,307.58,3.996814446002805
2017-05-23,309.71,4.023429534855303
2017-05-24,310.64,4.029156736242884
2017-05-25,312.52,4.053541279972399
2017-05-26,316.04,4.06857826776134
2017-05-30,314.69,4.029656337857244
2017-05-31,317.52,4.070082965126893
2017-06-01,318.91,4.109599715676648
2017-06-02,321.22,4.139864735323799
2017-06-05,320.64,4.132389728952814
2017-06-06,320.76,4.144762425238928
2017-06-07,320.61,4.1378209920720606
2017-06-08,319.96,4.146856263916678
